Million_Plus_Cities,Age_band_of_driver,Accident_severity,Cause_of_accident,Vehicle Type Involved,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Latitude,Longitude,Time_Block
Pune,18-30,Low Risk,Changing lane to the right,Pedestrian,Clear,Highways,Normal,Dawn,18.5204,73.8567,Evening
Vadodra,18-30,Low Risk,Changing lane to the left,Truck,Clear,State Highway,Damaged,Daylight,20.5937,78.9629,Morning
Vadodra,18-30,Low Risk,Getting off the vehicle improperly,Car,Clear,State Highway,Wet,Dawn,20.5937,78.9629,Morning
Varanasi,18-30,Low Risk,Other,Car,Clear,State Highway,Damaged,Daylight,25.3176,82.9739,Afternoon
Varanasi,18-30,Low Risk,Other,Two-Wheeler,Clear,National Highway,Normal,Dusk,25.3176,82.9739,Night
Varanasi,18-30,Low Risk,No distancing,Auto-Rickshaw,Rainy,Highways,Normal,Dusk,25.3176,82.9739,Afternoon
Varanasi,18-30,Low Risk,No priority to vehicle,Car,Rainy,Village Road,Under Construction,Dark,25.3176,82.9739,Night
Varanasi,18-30,Low Risk,Overtaking,Pedestrian,Clear,National Highway,Wet,Daylight,25.3176,82.9739,Morning
Varanasi,50+,Low Risk,No priority to pedestrian,Truck,Hazy,Urban Road,Under Construction,Daylight,25.3176,82.9739,Afternoon
Varanasi,18-30,Low Risk,No distancing,Cycle,Foggy,National Highway,Damaged,Dusk,25.3176,82.9739,Night
Varanasi,18-30,Medium Risk,Changing lane to the right,Pedestrian,Foggy,Highways,Normal,Daylight,25.3176,82.9739,Afternoon
Varanasi,18-30,Low Risk,Driving carelessly,Auto-Rickshaw,Foggy,Village Road,Under Construction,Dark,25.3176,82.9739,Night
Varanasi,31-50,Low Risk,Changing lane to the right,Car,Stormy,Village Road,Under Construction,Daylight,25.3176,82.9739,Morning
Varanasi,31-50,Low Risk,Overtaking,Auto-Rickshaw,Rainy,Village Road,Dry,Daylight,25.3176,82.9739,Morning
Varanasi,18-30,Low Risk,Other,Auto-Rickshaw,Clear,State Highway,Wet,Dark,25.3176,82.9739,Morning
Varanasi,31-50,Low Risk,Driving to the left,Auto-Rickshaw,Stormy,Village Road,Normal,Daylight,25.3176,82.9739,Morning
Varanasi,31-50,Low Risk,Driving at high speed,Car,Clear,National Highway,Damaged,Dawn,25.3176,82.9739,Afternoon
Varanasi,18-30,Low Risk,Unknown,Pedestrian,Clear,Highways,Normal,Daylight,25.3176,82.9739,Night
Varanasi,31-50,Low Risk,Changing lane to the right,Pedestrian,Clear,National Highway,Wet,Dawn,25.3176,82.9739,Evening
Varanasi,18-30,Low Risk,No distancing,Cycle,Clear,Highways,Normal,Daylight,25.3176,82.9739,Morning
Varanasi,31-50,Medium Risk,Other,Auto-Rickshaw,Clear,Urban Road,Damaged,Dawn,25.3176,82.9739,Evening
Ludhiana,50+,Low Risk,No priority to vehicle,Pedestrian,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Varanasi,50+,Medium Risk,Changing lane to the left,Car,Rainy,National Highway,Wet,Daylight,25.3176,82.9739,Afternoon
Varanasi,18-30,Medium Risk,No priority to pedestrian,Pedestrian,Hazy,State Highway,Dry,Dusk,25.3176,82.9739,Night
Varanasi,50+,Medium Risk,Overtaking,Cycle,Clear,Village Road,Wet,Daylight,25.3176,82.9739,Night
Chandigarh,18-30,Low Risk,Driving carelessly,Car,Stormy,Highways,Normal,Dawn,20.5937,78.9629,Morning
Coimbatore,18-30,Low Risk,No priority to vehicle,Car,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Morning
Varanasi,18-30,Low Risk,No priority to pedestrian,Auto-Rickshaw,Rainy,Urban Road,Normal,Dark,25.3176,82.9739,Morning
Varanasi,31-50,Low Risk,Changing lane to the right,Cycle,Clear,National Highway,Under Construction,Daylight,25.3176,82.9739,Morning
Varanasi,31-50,Low Risk,Driving carelessly,Cycle,Clear,State Highway,Damaged,Dark,25.3176,82.9739,Afternoon
Hyderabad,18-30,Low Risk,Changing lane to the right,Car,Clear,Highways,Normal,Dusk,17.385,78.4867,Evening
Kolkata,18-30,Medium Risk,Changing lane to the right,Car,Foggy,Highways,Normal,Daylight,22.5726,88.3639,Night
Varanasi,18-30,Low Risk,Changing lane to the left,Two-Wheeler,Clear,National Highway,Wet,Daylight,25.3176,82.9739,Night
Vijaywada city,31-50,Medium Risk,Overturning,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Evening
Vijaywada city,18-30,Low Risk,Driving carelessly,Car,Clear,Village Road,Damaged,Dusk,20.5937,78.9629,Night
Vijaywada city,31-50,Low Risk,No distancing,Pedestrian,Clear,National Highway,Wet,Daylight,20.5937,78.9629,Afternoon
Kanpur,31-50,Low Risk,Driving carelessly,Pedestrian,Clear,Highways,Normal,Daylight,26.4499,80.3319,Night
Vijaywada city,18-30,Low Risk,Changing lane to the left,Auto-Rickshaw,Foggy,National Highway,Normal,Daylight,20.5937,78.9629,Night
Vijaywada city,31-50,Low Risk,No priority to vehicle,Cycle,Hazy,Highways,Normal,Dark,20.5937,78.9629,Night
Vijaywada city,18-30,Low Risk,Changing lane to the right,Auto-Rickshaw,Clear,Village Road,Damaged,Dark,20.5937,78.9629,Night
Vijaywada city,18-30,Low Risk,No distancing,Truck,Rainy,Highways,Normal,Dusk,20.5937,78.9629,Morning
Vijaywada city,18-30,Medium Risk,Moving Backward,Cycle,Clear,State Highway,Dry,Daylight,20.5937,78.9629,Night
Vijaywada city,18-30,Medium Risk,Moving Backward,Two-Wheeler,Clear,State Highway,Under Construction,Dawn,20.5937,78.9629,Night
Vijaywada city,31-50,Medium Risk,No distancing,Auto-Rickshaw,Clear,Urban Road,Damaged,Dark,20.5937,78.9629,Night
Faridabad,18-30,Low Risk,No distancing,Auto-Rickshaw,Foggy,Highways,Normal,Dusk,20.5937,78.9629,Night
Vijaywada city,50+,Low Risk,No distancing,Cycle,Hazy,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Vijaywada city,18-30,Low Risk,No priority to pedestrian,Pedestrian,Stormy,Village Road,Damaged,Dark,20.5937,78.9629,Afternoon
Vijaywada city,18-30,Low Risk,Driving carelessly,Cycle,Clear,National Highway,Wet,Dark,20.5937,78.9629,Afternoon
Vijaywada city,18-30,Low Risk,Changing lane to the right,Truck,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Vijaywada city,18-30,Low Risk,Changing lane to the left,Cycle,Hazy,National Highway,Damaged,Dark,20.5937,78.9629,Night
Vijaywada city,18-30,Low Risk,Driving carelessly,Bus,Clear,Highways,Normal,Dusk,20.5937,78.9629,Evening
Vijaywada city,31-50,Low Risk,Driving carelessly,Car,Clear,Urban Road,Damaged,Dusk,20.5937,78.9629,Morning
Vijaywada city,18-30,Low Risk,No distancing,Pedestrian,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Vijaywada city,18-30,Medium Risk,Other,Cycle,Foggy,National Highway,Damaged,Daylight,20.5937,78.9629,Afternoon
Vijaywada city,18-30,Low Risk,Changing lane to the right,Car,Hazy,State Highway,Dry,Dawn,20.5937,78.9629,Evening
Vijaywada city,31-50,Low Risk,Changing lane to the right,Two-Wheeler,Clear,Highways,Normal,Dawn,20.5937,78.9629,Night
Vijaywada city,18-30,Low Risk,No distancing,Auto-Rickshaw,Stormy,Urban Road,Under Construction,Dawn,20.5937,78.9629,Morning
Vijaywada city,18-30,Low Risk,No distancing,Cycle,Foggy,National Highway,Wet,Dark,20.5937,78.9629,Evening
Coimbatore,18-30,Low Risk,Overturning,Car,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Vijaywada city,31-50,Low Risk,Driving at high speed,Truck,Hazy,State Highway,Damaged,Dusk,20.5937,78.9629,Evening
Jabalpur,18-30,Medium Risk,No priority to vehicle,Car,Clear,Highways,Normal,Dawn,20.5937,78.9629,Evening
Vijaywada city,18-30,Low Risk,No priority to pedestrian,Truck,Stormy,Village Road,Under Construction,Daylight,20.5937,78.9629,Morning
Vijaywada city,18-30,Medium Risk,No priority to vehicle,Cycle,Rainy,Highways,Normal,Dark,20.5937,78.9629,Night
Vizaq,18-30,Low Risk,Other,Two-Wheeler,Clear,Village Road,Damaged,Dusk,20.5937,78.9629,Morning
Vizaq,31-50,Low Risk,Other,Auto-Rickshaw,Clear,Urban Road,Under Construction,Daylight,20.5937,78.9629,Morning
Vizaq,31-50,Low Risk,Moving Backward,Bus,Stormy,Urban Road,Dry,Daylight,20.5937,78.9629,Night
Vizaq,18-30,Low Risk,No distancing,Pedestrian,Foggy,Village Road,Dry,Dusk,20.5937,78.9629,Evening
Raipur,31-50,Low Risk,Moving Backward,Cycle,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Vizaq,31-50,Low Risk,No priority to vehicle,Pedestrian,Foggy,State Highway,Under Construction,Daylight,20.5937,78.9629,Evening
Vizaq,18-30,Low Risk,Driving carelessly,Two-Wheeler,Stormy,State Highway,Under Construction,Daylight,20.5937,78.9629,Night
Lucknow,31-50,Low Risk,No distancing,Pedestrian,Clear,Highways,Normal,Daylight,26.8467,80.9462,Evening
Vizaq,18-30,Low Risk,Other,Car,Stormy,Village Road,Dry,Daylight,20.5937,78.9629,Morning
Vizaq,18-30,Low Risk,Changing lane to the right,Cycle,Clear,National Highway,Wet,Dark,20.5937,78.9629,Morning
Vizaq,18-30,Low Risk,No distancing,Pedestrian,Rainy,State Highway,Dry,Dawn,20.5937,78.9629,Night
Vizaq,31-50,Low Risk,Driving carelessly,Car,Foggy,Village Road,Damaged,Dawn,20.5937,78.9629,Night
Vizaq,18-30,Low Risk,No distancing,Truck,Clear,State Highway,Damaged,Daylight,20.5937,78.9629,Afternoon
Vizaq,18-30,Low Risk,No priority to vehicle,Car,Clear,Highways,Normal,Dark,20.5937,78.9629,Night
Kochi,31-50,Low Risk,Changing lane to the right,Car,Stormy,Highways,Normal,Daylight,20.5937,78.9629,Morning
Vizaq,50+,Medium Risk,No priority to pedestrian,Auto-Rickshaw,Hazy,National Highway,Under Construction,Dawn,20.5937,78.9629,Evening
Vizaq,18-30,Medium Risk,No priority to vehicle,Pedestrian,Hazy,Village Road,Damaged,Dusk,20.5937,78.9629,Afternoon
Madurai,18-30,Low Risk,Changing lane to the left,Car,Hazy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Vizaq,18-30,Low Risk,Turnover,Auto-Rickshaw,Hazy,State Highway,Damaged,Dawn,20.5937,78.9629,Evening
Allahabad(Prayagraj),31-50,Low Risk,Driving to the left,Cycle,Clear,Highways,Normal,Dusk,20.5937,78.9629,Night
Vizaq,18-30,Medium Risk,Driving carelessly,Bus,Clear,Highways,Normal,Dawn,20.5937,78.9629,Evening
Vizaq,18-30,Medium Risk,Driving to the left,Auto-Rickshaw,Clear,Urban Road,Dry,Dawn,20.5937,78.9629,Morning
Vizaq,18-30,Medium Risk,Driving carelessly,Truck,Clear,Urban Road,Wet,Daylight,20.5937,78.9629,Evening
Vizaq,18-30,Medium Risk,No priority to pedestrian,Bus,Stormy,National Highway,Under Construction,Daylight,20.5937,78.9629,Night
Vizaq,18-30,Medium Risk,Driving carelessly,Cycle,Foggy,State Highway,Dry,Dark,20.5937,78.9629,Afternoon
Vizaq,31-50,Medium Risk,Changing lane to the right,Truck,Clear,Urban Road,Under Construction,Dark,20.5937,78.9629,Afternoon
Vizaq,50+,Medium Risk,Moving Backward,Bus,Clear,Urban Road,Wet,Daylight,20.5937,78.9629,Morning
Vizaq,18-30,Medium Risk,Driving carelessly,Pedestrian,Clear,Village Road,Under Construction,Daylight,20.5937,78.9629,Morning
Vizaq,31-50,Low Risk,Changing lane to the right,Auto-Rickshaw,Stormy,State Highway,Damaged,Dawn,20.5937,78.9629,Afternoon
Vizaq,18-30,Low Risk,Driving carelessly,Car,Clear,Village Road,Wet,Daylight,20.5937,78.9629,Night
Agra,18-30,Low Risk,Driving carelessly,Bus,Hazy,Village Road,Wet,Daylight,27.1767,78.0081,Night
Agra,18-30,Low Risk,Driving carelessly,Truck,Clear,Village Road,Normal,Daylight,27.1767,78.0081,Morning
Agra,18-30,Medium Risk,Changing lane to the right,Auto-Rickshaw,Hazy,Village Road,Damaged,Dawn,27.1767,78.0081,Night
Agra,18-30,Medium Risk,Changing lane to the right,Bus,Foggy,Urban Road,Wet,Dusk,27.1767,78.0081,Afternoon
Agra,31-50,Medium Risk,Driving carelessly,Bus,Clear,National Highway,Damaged,Daylight,27.1767,78.0081,Evening
Agra,18-30,Medium Risk,Overtaking,Car,Foggy,State Highway,Dry,Daylight,27.1767,78.0081,Morning
Agra,18-30,Low Risk,Changing lane to the right,Auto-Rickshaw,Hazy,Urban Road,Under Construction,Dawn,27.1767,78.0081,Morning
Agra,31-50,Low Risk,No distancing,Pedestrian,Hazy,Urban Road,Under Construction,Dusk,27.1767,78.0081,Evening
Agra,18-30,Low Risk,Other,Truck,Rainy,Village Road,Wet,Daylight,27.1767,78.0081,Night
Vizaq,50+,Medium Risk,Changing lane to the right,Car,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Agra,18-30,Low Risk,Changing lane to the right,Cycle,Clear,Urban Road,Wet,Dark,27.1767,78.0081,Morning
Agra,31-50,Low Risk,Overtaking,Two-Wheeler,Clear,Village Road,Normal,Dark,27.1767,78.0081,Morning
Agra,31-50,Low Risk,Other,Bus,Hazy,Village Road,Wet,Daylight,27.1767,78.0081,Night
Agra,18-30,Low Risk,Driving to the left,Car,Stormy,Village Road,Under Construction,Daylight,27.1767,78.0081,Evening
Agra,31-50,Low Risk,Overtaking,Truck,Clear,Village Road,Under Construction,Dark,27.1767,78.0081,Night
Agra,18-30,Low Risk,No priority to vehicle,Car,Foggy,Urban Road,Wet,Daylight,27.1767,78.0081,Evening
Agra,31-50,Medium Risk,Moving Backward,Two-Wheeler,Clear,Highways,Normal,Daylight,27.1767,78.0081,Afternoon
Agra,50+,Low Risk,Other,Pedestrian,Clear,Urban Road,Normal,Daylight,27.1767,78.0081,Afternoon
Agra,50+,Medium Risk,No priority to vehicle,Car,Clear,Highways,Normal,Dark,27.1767,78.0081,Night
Agra,31-50,Low Risk,No priority to pedestrian,Truck,Clear,Highways,Normal,Dusk,27.1767,78.0081,Night
Nagpur,18-30,Low Risk,Changing lane to the right,Car,Foggy,Highways,Normal,Dusk,20.5937,78.9629,Evening
Agra,18-30,Low Risk,Changing lane to the right,Bus,Rainy,Urban Road,Dry,Dawn,27.1767,78.0081,Night
Madurai,18-30,Medium Risk,Changing lane to the right,Bus,Rainy,Highways,Normal,Daylight,20.5937,78.9629,Night
Agra,18-30,Low Risk,Driving to the left,Car,Clear,Highways,Normal,Dark,27.1767,78.0081,Night
Agra,18-30,Medium Risk,Changing lane to the left,Two-Wheeler,Clear,State Highway,Normal,Daylight,27.1767,78.0081,Night
Agra,18-30,Medium Risk,Moving Backward,Auto-Rickshaw,Hazy,Urban Road,Dry,Dark,27.1767,78.0081,Night
Agra,18-30,Medium Risk,Driving at high speed,Car,Rainy,Highways,Normal,Daylight,27.1767,78.0081,Night
Agra,18-30,Medium Risk,Moving Backward,Auto-Rickshaw,Clear,Urban Road,Under Construction,Dark,27.1767,78.0081,Afternoon
Agra,18-30,Medium Risk,No distancing,Auto-Rickshaw,Rainy,Village Road,Dry,Dusk,27.1767,78.0081,Night
Agra,31-50,Low Risk,Other,Two-Wheeler,Clear,Urban Road,Wet,Daylight,27.1767,78.0081,Evening
Ahmedabad,18-30,Low Risk,No priority to vehicle,Bus,Clear,Village Road,Wet,Daylight,23.0225,72.5714,Morning
Ahmedabad,31-50,Low Risk,Changing lane to the right,Car,Clear,State Highway,Damaged,Daylight,23.0225,72.5714,Afternoon
Ahmedabad,18-30,Low Risk,Other,Cycle,Foggy,National Highway,Wet,Dusk,23.0225,72.5714,Morning
Rajkot,18-30,Low Risk,No distancing,Car,Hazy,Highways,Normal,Daylight,20.5937,78.9629,Night
Ahmedabad,18-30,Medium Risk,Driving carelessly,Car,Foggy,Urban Road,Damaged,Dark,23.0225,72.5714,Morning
Srinagar,18-30,Low Risk,No distancing,Car,Clear,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Ahmedabad,18-30,Low Risk,Moving Backward,Car,Clear,State Highway,Under Construction,Dawn,23.0225,72.5714,Morning
Ahmedabad,31-50,Low Risk,No distancing,Auto-Rickshaw,Foggy,National Highway,Under Construction,Dark,23.0225,72.5714,Afternoon
Ahmedabad,50+,Low Risk,Moving Backward,Pedestrian,Hazy,Urban Road,Under Construction,Dawn,23.0225,72.5714,Evening
Ahmedabad,31-50,Low Risk,No priority to pedestrian,Truck,Hazy,National Highway,Wet,Daylight,23.0225,72.5714,Afternoon
Ahmedabad,18-30,Low Risk,Changing lane to the left,Truck,Clear,National Highway,Damaged,Daylight,23.0225,72.5714,Night
Ahmedabad,31-50,Medium Risk,No distancing,Two-Wheeler,Foggy,Highways,Normal,Dawn,23.0225,72.5714,Afternoon
Ahmedabad,18-30,Low Risk,Other,Truck,Clear,State Highway,Damaged,Daylight,23.0225,72.5714,Morning
Ahmedabad,18-30,Low Risk,No distancing,Two-Wheeler,Rainy,Village Road,Wet,Dark,23.0225,72.5714,Night
Ludhiana,18-30,Low Risk,No priority to pedestrian,Two-Wheeler,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Nagpur,31-50,Low Risk,Moving Backward,Car,Hazy,Highways,Normal,Dark,20.5937,78.9629,Night
Ahmedabad,31-50,Low Risk,No priority to pedestrian,Truck,Stormy,State Highway,Dry,Daylight,23.0225,72.5714,Morning
Ahmedabad,31-50,Low Risk,No distancing,Car,Rainy,State Highway,Damaged,Dawn,23.0225,72.5714,Night
Ahmedabad,50+,Low Risk,No priority to pedestrian,Car,Clear,State Highway,Normal,Dawn,23.0225,72.5714,Night
Faridabad,18-30,Low Risk,Driving carelessly,Two-Wheeler,Clear,Highways,Normal,Dusk,20.5937,78.9629,Morning
Ahmedabad,18-30,Medium Risk,Getting off the vehicle improperly,Car,Clear,Highways,Normal,Daylight,23.0225,72.5714,Night
Ahmedabad,18-30,Low Risk,Driving carelessly,Car,Rainy,Village Road,Under Construction,Dusk,23.0225,72.5714,Night
Ahmedabad,18-30,Medium Risk,Changing lane to the left,Bus,Hazy,Highways,Normal,Dark,23.0225,72.5714,Afternoon
Ahmedabad,18-30,Low Risk,No priority to vehicle,Car,Foggy,Village Road,Wet,Dawn,23.0225,72.5714,Night
Ahmedabad,18-30,Low Risk,Changing lane to the right,Truck,Clear,Urban Road,Damaged,Dusk,23.0225,72.5714,Afternoon
Ahmedabad,18-30,Low Risk,Changing lane to the right,Car,Clear,Village Road,Damaged,Dark,23.0225,72.5714,Night
Ahmedabad,31-50,Low Risk,No distancing,Truck,Clear,National Highway,Under Construction,Daylight,23.0225,72.5714,Morning
Ahmedabad,18-30,Low Risk,No distancing,Car,Clear,National Highway,Dry,Dusk,23.0225,72.5714,Morning
Lucknow,18-30,Low Risk,Changing lane to the left,Pedestrian,Rainy,Highways,Normal,Dark,26.8467,80.9462,Night
Ahmedabad,31-50,Low Risk,Changing lane to the right,Two-Wheeler,Clear,Village Road,Dry,Dark,23.0225,72.5714,Night
Allahabad(Prayagraj),18-30,Low Risk,No priority to vehicle,Truck,Stormy,National Highway,Damaged,Dusk,20.5937,78.9629,Evening
Allahabad(Prayagraj),18-30,Low Risk,Changing lane to the left,Pedestrian,Foggy,National Highway,Under Construction,Dawn,20.5937,78.9629,Morning
Allahabad(Prayagraj),50+,Low Risk,No priority to vehicle,Bus,Rainy,Highways,Normal,Dawn,20.5937,78.9629,Afternoon
Allahabad(Prayagraj),18-30,Low Risk,Moving Backward,Truck,Foggy,Village Road,Normal,Dusk,20.5937,78.9629,Afternoon
Mallapuram,18-30,Low Risk,Turnover,Car,Rainy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Allahabad(Prayagraj),31-50,Medium Risk,No distancing,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,Low Risk,No distancing,Truck,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,Medium Risk,No distancing,Two-Wheeler,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,Low Risk,Changing lane to the left,Car,Stormy,Urban Road,Normal,Dusk,20.5937,78.9629,Morning
Dhanbad,31-50,Low Risk,No priority to vehicle,Two-Wheeler,Rainy,Highways,Normal,Dawn,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,Medium Risk,Driving at high speed,Car,Clear,State Highway,Dry,Dawn,20.5937,78.9629,Afternoon
Allahabad(Prayagraj),18-30,Low Risk,Overtaking,Car,Clear,Urban Road,Wet,Dusk,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,Low Risk,Other,Auto-Rickshaw,Clear,Urban Road,Wet,Dawn,20.5937,78.9629,Afternoon
Bengaluru,18-30,Low Risk,Changing lane to the left,Pedestrian,Rainy,Highways,Normal,Daylight,12.9716,77.5946,Night
Allahabad(Prayagraj),18-30,Low Risk,No priority to pedestrian,Truck,Hazy,Highways,Normal,Dusk,20.5937,78.9629,Afternoon
Allahabad(Prayagraj),31-50,Low Risk,Changing lane to the left,Auto-Rickshaw,Foggy,Urban Road,Wet,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),31-50,Low Risk,No distancing,Pedestrian,Clear,National Highway,Normal,Daylight,20.5937,78.9629,Evening
Allahabad(Prayagraj),31-50,Low Risk,Moving Backward,Car,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Night
Chennai,18-30,Low Risk,Changing lane to the left,Two-Wheeler,Foggy,Highways,Normal,Dusk,13.0827,80.2707,Afternoon
Jodhpur,18-30,Low Risk,Other,Car,Clear,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Allahabad(Prayagraj),50+,Low Risk,No distancing,Two-Wheeler,Clear,Village Road,Dry,Daylight,20.5937,78.9629,Afternoon
Ahmedabad,31-50,Low Risk,Moving Backward,Two-Wheeler,Clear,Highways,Normal,Daylight,23.0225,72.5714,Morning
Allahabad(Prayagraj),18-30,Low Risk,No distancing,Bus,Clear,Urban Road,Dry,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,Low Risk,Changing lane to the left,Bus,Clear,State Highway,Wet,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),31-50,Low Risk,Changing lane to the left,Two-Wheeler,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,Low Risk,No priority to pedestrian,Auto-Rickshaw,Rainy,Village Road,Dry,Dusk,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,Low Risk,Changing lane to the left,Bus,Clear,Highways,Normal,Dawn,20.5937,78.9629,Afternoon
Allahabad(Prayagraj),18-30,Low Risk,Driving carelessly,Car,Clear,Highways,Normal,Dusk,20.5937,78.9629,Night
Kolkata,50+,Low Risk,Driving carelessly,Truck,Clear,Highways,Normal,Daylight,22.5726,88.3639,Afternoon
Allahabad(Prayagraj),18-30,Low Risk,No priority to pedestrian,Car,Clear,Village Road,Dry,Daylight,20.5937,78.9629,Morning
Amritsar,18-30,Low Risk,Getting off the vehicle improperly,Car,Clear,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Amritsar,18-30,Low Risk,No distancing,Car,Clear,State Highway,Wet,Dawn,20.5937,78.9629,Morning
Surat,18-30,Low Risk,Changing lane to the left,Auto-Rickshaw,Clear,Highways,Normal,Daylight,21.1702,72.8311,Afternoon
Amritsar,18-30,Low Risk,No priority to vehicle,Two-Wheeler,Rainy,National Highway,Dry,Dawn,20.5937,78.9629,Evening
Amritsar,31-50,Medium Risk,No distancing,Car,Foggy,National Highway,Wet,Daylight,20.5937,78.9629,Night
Amritsar,18-30,Medium Risk,No priority to pedestrian,Bus,Hazy,Urban Road,Dry,Daylight,20.5937,78.9629,Night
Amritsar,18-30,Low Risk,No priority to pedestrian,Pedestrian,Foggy,National Highway,Dry,Dusk,20.5937,78.9629,Morning
